信号,调制方式,信号带宽,载波频率,信号功率,信噪比,干扰,干扰方式,干扰带宽,干扰频率,干扰功率,误码率
信号10,8,2000,40,23.80622895,5,干扰3355,0,400,40.1,16.80622895,0.7908
信号10,8,2000,40,23.80622895,5,干扰3356,0,400,40.1,16.30622895,0.7719
信号10,8,2000,40,23.80622895,5,干扰3357,0,400,40.1,15.80622895,0.7589
信号10,8,2000,40,23.80622895,5,干扰3358,0,400,40.1,15.30622895,0.7409
信号10,8,2000,40,23.80622895,5,干扰3359,0,400,40.1,14.80622895,0.718
信号10,8,2000,40,23.80622895,5,干扰3360,0,400,40.1,14.30622895,0.691
信号10,8,2000,40,23.80622895,5,干扰3361,0,400,40.1,13.80622895,0.6696
信号10,8,2000,40,23.80622895,5,干扰3362,0,400,40.1,13.30622895,0.6386
信号10,8,2000,40,23.80622895,5,干扰3363,0,400,40.1,12.80622895,0.6213
信号10,8,2000,40,23.80622895,5,干扰3364,0,400,40.1,12.30622895,0.5916
信号10,8,2000,40,23.80622895,5,干扰3365,0,400,40.1,11.80622895,0.5663
信号10,8,2000,40,23.80622895,5,干扰3366,0,400,40.1,11.30622895,0.5409
信号10,8,2000,40,23.80622895,5,干扰3367,0,400,40.1,10.80622895,0.5005
信号10,8,2000,40,23.80622895,5,干扰3368,0,400,40.1,10.30622895,0.4625
信号10,8,2000,40,23.80622895,5,干扰3369,0,400,40.1,9.806228949,0.4258
信号10,8,2000,40,23.80622895,5,干扰3370,0,400,40.1,9.306228949,0.3943
信号10,8,2000,40,23.80622895,5,干扰3371,0,400,40.1,8.806228949,0.3695
信号10,8,2000,40,23.80622895,5,干扰3372,0,400,40.1,8.306228949,0.3254
信号10,8,2000,40,23.80622895,5,干扰3373,0,400,40.1,7.806228949,0.2823
信号10,8,2000,40,23.80622895,5,干扰3374,0,400,40.1,7.306228949,0.2462
信号10,8,2000,40,23.80622895,5,干扰3375,0,400,40.1,6.806228949,0.2224
信号10,8,2000,40,23.80622895,5,干扰3376,0,400,40.1,6.306228949,0.1855
信号10,8,2000,40,23.80622895,5,干扰3377,0,400,40.1,5.806228949,0.1657
信号10,8,2000,40,23.80622895,5,干扰3378,0,400,40.1,5.306228949,0.1381
信号10,8,2000,40,23.80622895,5,干扰3379,0,400,40.1,4.806228949,0.1162
信号10,8,2000,40,23.80622895,5,干扰3380,0,400,40.1,4.306228949,0.0975
信号10,8,2000,40,23.80622895,5,干扰3381,0,400,40.1,3.806228949,0.0746
信号10,8,2000,40,23.80622895,5,干扰3382,0,400,40.2,18.80622895,0.8396
信号10,8,2000,40,23.80622895,5,干扰3383,0,400,40.2,18.30622895,0.8267
信号10,8,2000,40,23.80622895,5,干扰3384,0,400,40.2,17.80622895,0.823
信号10,8,2000,40,23.80622895,5,干扰3385,0,400,40.2,17.30622895,0.8028
信号10,8,2000,40,23.80622895,5,干扰3386,0,400,40.2,16.80622895,0.797
信号10,8,2000,40,23.80622895,5,干扰3387,0,400,40.2,16.30622895,0.7686
信号10,8,2000,40,23.80622895,5,干扰3388,0,400,40.2,15.80622895,0.7549
信号10,8,2000,40,23.80622895,5,干扰3389,0,400,40.2,15.30622895,0.7329
信号10,8,2000,40,23.80622895,5,干扰3390,0,400,40.2,14.80622895,0.7193
信号10,8,2000,40,23.80622895,5,干扰3391,0,400,40.2,14.30622895,0.6879
信号10,8,2000,40,23.80622895,5,干扰3392,0,400,40.2,13.80622895,0.6629
信号10,8,2000,40,23.80622895,5,干扰3393,0,400,40.2,13.30622895,0.6408
信号10,8,2000,40,23.80622895,5,干扰3394,0,400,40.2,12.80622895,0.6189
信号10,8,2000,40,23.80622895,5,干扰3395,0,400,40.2,12.30622895,0.5756
信号10,8,2000,40,23.80622895,5,干扰3396,0,400,40.2,11.80622895,0.5471
信号10,8,2000,40,23.80622895,5,干扰3397,0,400,40.2,11.30622895,0.5294
信号10,8,2000,40,23.80622895,5,干扰3398,0,400,40.2,10.80622895,0.4804
信号10,8,2000,40,23.80622895,5,干扰3399,0,400,40.2,10.30622895,0.4563
信号10,8,2000,40,23.80622895,5,干扰3400,0,400,40.2,9.806228949,0.4229
信号10,8,2000,40,23.80622895,5,干扰3401,0,400,40.2,9.306228949,0.385
信号10,8,2000,40,23.80622895,5,干扰3402,0,400,40.2,8.806228949,0.3457
信号10,8,2000,40,23.80622895,5,干扰3403,0,400,40.2,8.306228949,0.3129
信号10,8,2000,40,23.80622895,5,干扰3404,0,400,40.2,7.806228949,0.2782
信号10,8,2000,40,23.80622895,5,干扰3405,0,400,40.2,7.306228949,0.249
信号10,8,2000,40,23.80622895,5,干扰3406,0,400,40.2,6.806228949,0.2161
信号10,8,2000,40,23.80622895,5,干扰3407,0,400,40.2,6.306228949,0.1807
信号10,8,2000,40,23.80622895,5,干扰3408,0,400,40.2,5.806228949,0.1594
信号10,8,2000,40,23.80622895,5,干扰3409,0,400,40.2,5.306228949,0.1334
信号10,8,2000,40,23.80622895,5,干扰3410,0,400,40.2,4.806228949,0.1166
信号10,8,2000,40,23.80622895,5,干扰3411,0,400,40.2,4.306228949,0.0861
信号10,8,2000,40,23.80622895,5,干扰3412,0,400,40.2,3.806228949,0.0675
信号10,8,2000,40,23.80622895,5,干扰3413,0,400,40.3,18.80622895,0.8293
信号10,8,2000,40,23.80622895,5,干扰3414,0,400,40.3,18.30622895,0.8178
信号10,8,2000,40,23.80622895,5,干扰3415,0,400,40.3,17.80622895,0.8053
信号10,8,2000,40,23.80622895,5,干扰3416,0,400,40.3,17.30622895,0.7934
信号10,8,2000,40,23.80622895,5,干扰3417,0,400,40.3,16.80622895,0.7788
信号10,8,2000,40,23.80622895,5,干扰3418,0,400,40.3,16.30622895,0.7594
信号10,8,2000,40,23.80622895,5,干扰3419,0,400,40.3,15.80622895,0.7435
信号10,8,2000,40,23.80622895,5,干扰3420,0,400,40.3,15.30622895,0.7213
信号10,8,2000,40,23.80622895,5,干扰3421,0,400,40.3,14.80622895,0.6948
信号10,8,2000,40,23.80622895,5,干扰3422,0,400,40.3,14.30622895,0.6611
信号10,8,2000,40,23.80622895,5,干扰3423,0,400,40.3,13.80622895,0.6494
信号10,8,2000,40,23.80622895,5,干扰3424,0,400,40.3,13.30622895,0.6112
信号10,8,2000,40,23.80622895,5,干扰3425,0,400,40.3,12.80622895,0.591
信号10,8,2000,40,23.80622895,5,干扰3426,0,400,40.3,12.30622895,0.5574
信号10,8,2000,40,23.80622895,5,干扰3427,0,400,40.3,11.80622895,0.5332
信号10,8,2000,40,23.80622895,5,干扰3428,0,400,40.3,11.30622895,0.4941
信号10,8,2000,40,23.80622895,5,干扰3429,0,400,40.3,10.80622895,0.4623
信号10,8,2000,40,23.80622895,5,干扰3430,0,400,40.3,10.30622895,0.4307
信号10,8,2000,40,23.80622895,5,干扰3431,0,400,40.3,9.806228949,0.3869
信号10,8,2000,40,23.80622895,5,干扰3432,0,400,40.3,9.306228949,0.3651
信号10,8,2000,40,23.80622895,5,干扰3433,0,400,40.3,8.806228949,0.3227
信号10,8,2000,40,23.80622895,5,干扰3434,0,400,40.3,8.306228949,0.2855
信号10,8,2000,40,23.80622895,5,干扰3435,0,400,40.3,7.806228949,0.2482
信号10,8,2000,40,23.80622895,5,干扰3436,0,400,40.3,7.306228949,0.2226
信号10,8,2000,40,23.80622895,5,干扰3437,0,400,40.3,6.806228949,0.1898
信号10,8,2000,40,23.80622895,5,干扰3438,0,400,40.3,6.306228949,0.159
信号10,8,2000,40,23.80622895,5,干扰3439,0,400,40.3,5.806228949,0.1381
信号10,8,2000,40,23.80622895,5,干扰3440,0,400,40.3,5.306228949,0.1145
信号10,8,2000,40,23.80622895,5,干扰3441,0,400,40.3,4.806228949,0.0958
信号10,8,2000,40,23.80622895,5,干扰3442,0,400,40.3,4.306228949,0.0764
信号10,8,2000,40,23.80622895,5,干扰3443,0,400,40.3,3.806228949,0.0629
信号10,8,2000,40,23.80622895,5,干扰3444,0,400,40.4,18.80622895,0.8144
信号10,8,2000,40,23.80622895,5,干扰3445,0,400,40.4,18.30622895,0.7951
信号10,8,2000,40,23.80622895,5,干扰3446,0,400,40.4,17.80622895,0.7843
信号10,8,2000,40,23.80622895,5,干扰3447,0,400,40.4,17.30622895,0.7658
信号10,8,2000,40,23.80622895,5,干扰3448,0,400,40.4,16.80622895,0.7434
信号10,8,2000,40,23.80622895,5,干扰3449,0,400,40.4,16.30622895,0.7211
信号10,8,2000,40,23.80622895,5,干扰3450,0,400,40.4,15.80622895,0.7052
信号10,8,2000,40,23.80622895,5,干扰3451,0,400,40.4,15.30622895,0.6726
信号10,8,2000,40,23.80622895,5,干扰3452,0,400,40.4,14.80622895,0.6518
信号10,8,2000,40,23.80622895,5,干扰3453,0,400,40.4,14.30622895,0.6218
信号10,8,2000,40,23.80622895,5,干扰3454,0,400,40.4,13.80622895,0.6012
信号10,8,2000,40,23.80622895,5,干扰3455,0,400,40.4,13.30622895,0.5765
信号10,8,2000,40,23.80622895,5,干扰3456,0,400,40.4,12.80622895,0.5361
信号10,8,2000,40,23.80622895,5,干扰3457,0,400,40.4,12.30622895,0.5094
信号10,8,2000,40,23.80622895,5,干扰3458,0,400,40.4,11.80622895,0.474
信号10,8,2000,40,23.80622895,5,干扰3459,0,400,40.4,11.30622895,0.4388
信号10,8,2000,40,23.80622895,5,干扰3460,0,400,40.4,10.80622895,0.4071
信号10,8,2000,40,23.80622895,5,干扰3461,0,400,40.4,10.30622895,0.3617
信号10,8,2000,40,23.80622895,5,干扰3462,0,400,40.4,9.806228949,0.3267
信号10,8,2000,40,23.80622895,5,干扰3463,0,400,40.4,9.306228949,0.2974
信号10,8,2000,40,23.80622895,5,干扰3464,0,400,40.4,8.806228949,0.2608
信号10,8,2000,40,23.80622895,5,干扰3465,0,400,40.4,8.306228949,0.2387
信号10,8,2000,40,23.80622895,5,干扰3466,0,400,40.4,7.806228949,0.1897
信号10,8,2000,40,23.80622895,5,干扰3467,0,400,40.4,7.306228949,0.167
信号10,8,2000,40,23.80622895,5,干扰3468,0,400,40.4,6.806228949,0.1455
信号10,8,2000,40,23.80622895,5,干扰3469,0,400,40.4,6.306228949,0.1218
信号10,8,2000,40,23.80622895,5,干扰3470,0,400,40.4,5.806228949,0.0987
信号10,8,2000,40,23.80622895,5,干扰3471,0,400,40.4,5.306228949,0.0768
信号10,8,2000,40,23.80622895,5,干扰3472,0,400,40.4,4.806228949,0.0669
信号10,8,2000,40,23.80622895,5,干扰3473,0,400,40.4,4.306228949,0.0452
信号10,8,2000,40,23.80622895,5,干扰3474,0,400,40.4,3.806228949,0.0396
信号10,8,2000,40,23.80622895,5,干扰3475,0,400,40.5,18.80622895,0.7521
信号10,8,2000,40,23.80622895,5,干扰3476,0,400,40.5,18.30622895,0.7268
信号10,8,2000,40,23.80622895,5,干扰3477,0,400,40.5,17.80622895,0.7213
信号10,8,2000,40,23.80622895,5,干扰3478,0,400,40.5,17.30622895,0.6916
信号10,8,2000,40,23.80622895,5,干扰3479,0,400,40.5,16.80622895,0.6713
信号10,8,2000,40,23.80622895,5,干扰3480,0,400,40.5,16.30622895,0.6468
信号10,8,2000,40,23.80622895,5,干扰3481,0,400,40.5,15.80622895,0.6138
信号10,8,2000,40,23.80622895,5,干扰3482,0,400,40.5,15.30622895,0.595
信号10,8,2000,40,23.80622895,5,干扰3483,0,400,40.5,14.80622895,0.5569
信号10,8,2000,40,23.80622895,5,干扰3484,0,400,40.5,14.30622895,0.5283
信号10,8,2000,40,23.80622895,5,干扰3485,0,400,40.5,13.80622895,0.5024
信号10,8,2000,40,23.80622895,5,干扰3486,0,400,40.5,13.30622895,0.4547
信号10,8,2000,40,23.80622895,5,干扰3487,0,400,40.5,12.80622895,0.4237
信号10,8,2000,40,23.80622895,5,干扰3488,0,400,40.5,12.30622895,0.3979
信号10,8,2000,40,23.80622895,5,干扰3489,0,400,40.5,11.80622895,0.362
信号10,8,2000,40,23.80622895,5,干扰3490,0,400,40.5,11.30622895,0.3218
信号10,8,2000,40,23.80622895,5,干扰3491,0,400,40.5,10.80622895,0.2864
信号10,8,2000,40,23.80622895,5,干扰3492,0,400,40.5,10.30622895,0.259
信号10,8,2000,40,23.80622895,5,干扰3493,0,400,40.5,9.806228949,0.2197
信号10,8,2000,40,23.80622895,5,干扰3494,0,400,40.5,9.306228949,0.189
信号10,8,2000,40,23.80622895,5,干扰3495,0,400,40.5,8.806228949,0.1605
信号10,8,2000,40,23.80622895,5,干扰3496,0,400,40.5,8.306228949,0.1311
信号10,8,2000,40,23.80622895,5,干扰3497,0,400,40.5,7.806228949,0.1208
信号10,8,2000,40,23.80622895,5,干扰3498,0,400,40.5,7.306228949,0.0919
信号10,8,2000,40,23.80622895,5,干扰3499,0,400,40.5,6.806228949,0.0809
信号10,8,2000,40,23.80622895,5,干扰3500,0,400,40.5,6.306228949,0.0569
信号10,8,2000,40,23.80622895,5,干扰3501,0,400,40.5,5.806228949,0.0456
信号10,8,2000,40,23.80622895,5,干扰3502,0,400,40.5,5.306228949,0.0326
信号10,8,2000,40,23.80622895,5,干扰3503,0,400,40.5,4.806228949,0.0254
信号10,8,2000,40,23.80622895,5,干扰3504,0,400,40.5,4.306228949,0.0221
信号10,8,2000,40,23.80622895,5,干扰3505,0,400,40.5,3.806228949,0.0148
信号10,8,2000,40,23.80622895,5,干扰3506,0,400,40.6,18.80622895,0.6348
信号10,8,2000,40,23.80622895,5,干扰3507,0,400,40.6,18.30622895,0.6113
信号10,8,2000,40,23.80622895,5,干扰3508,0,400,40.6,17.80622895,0.5804
信号10,8,2000,40,23.80622895,5,干扰3509,0,400,40.6,17.30622895,0.5518
信号10,8,2000,40,23.80622895,5,干扰3510,0,400,40.6,16.80622895,0.5194
信号10,8,2000,40,23.80622895,5,干扰3511,0,400,40.6,16.30622895,0.4867
信号10,8,2000,40,23.80622895,5,干扰3512,0,400,40.6,15.80622895,0.4514
信号10,8,2000,40,23.80622895,5,干扰3513,0,400,40.6,15.30622895,0.4182
信号10,8,2000,40,23.80622895,5,干扰3514,0,400,40.6,14.80622895,0.3922
信号10,8,2000,40,23.80622895,5,干扰3515,0,400,40.6,14.30622895,0.3483
信号10,8,2000,40,23.80622895,5,干扰3516,0,400,40.6,13.80622895,0.3165
信号10,8,2000,40,23.80622895,5,干扰3517,0,400,40.6,13.30622895,0.2776
信号10,8,2000,40,23.80622895,5,干扰3518,0,400,40.6,12.80622895,0.2475
信号10,8,2000,40,23.80622895,5,干扰3519,0,400,40.6,12.30622895,0.2086
信号10,8,2000,40,23.80622895,5,干扰3520,0,400,40.6,11.80622895,0.1805
信号10,8,2000,40,23.80622895,5,干扰3521,0,400,40.6,11.30622895,0.1584
信号10,8,2000,40,23.80622895,5,干扰3522,0,400,40.6,10.80622895,0.1302
信号10,8,2000,40,23.80622895,5,干扰3523,0,400,40.6,10.30622895,0.1111
信号10,8,2000,40,23.80622895,5,干扰3524,0,400,40.6,9.806228949,0.0899
信号10,8,2000,40,23.80622895,5,干扰3525,0,400,40.6,9.306228949,0.0685
信号10,8,2000,40,23.80622895,5,干扰3526,0,400,40.6,8.806228949,0.0526
信号10,8,2000,40,23.80622895,5,干扰3527,0,400,40.6,8.306228949,0.0445
信号10,8,2000,40,23.80622895,5,干扰3528,0,400,40.6,7.806228949,0.032
信号10,8,2000,40,23.80622895,5,干扰3529,0,400,40.6,7.306228949,0.0233
信号10,8,2000,40,23.80622895,5,干扰3530,0,400,40.6,6.806228949,0.0181
信号10,8,2000,40,23.80622895,5,干扰3531,0,400,40.6,6.306228949,0.0164
信号10,8,2000,40,23.80622895,5,干扰3532,0,400,40.6,5.806228949,0.0088
信号10,8,2000,40,23.80622895,5,干扰3533,0,400,40.6,5.306228949,0.0069
信号10,8,2000,40,23.80622895,5,干扰3534,0,400,40.6,4.806228949,0.0038
信号10,8,2000,40,23.80622895,5,干扰3535,0,400,40.6,4.306228949,0.0047
信号10,8,2000,40,23.80622895,5,干扰3536,0,400,40.6,3.806228949,0.0026
信号10,8,2000,40,23.80622895,5,干扰3537,0,400,40.7,18.80622895,0.3748
信号10,8,2000,40,23.80622895,5,干扰3538,0,400,40.7,18.30622895,0.3416
信号10,8,2000,40,23.80622895,5,干扰3539,0,400,40.7,17.80622895,0.302
信号10,8,2000,40,23.80622895,5,干扰3540,0,400,40.7,17.30622895,0.2753
信号10,8,2000,40,23.80622895,5,干扰3541,0,400,40.7,16.80622895,0.2346
信号10,8,2000,40,23.80622895,5,干扰3542,0,400,40.7,16.30622895,0.2064
信号10,8,2000,40,23.80622895,5,干扰3543,0,400,40.7,15.80622895,0.186
信号10,8,2000,40,23.80622895,5,干扰3544,0,400,40.7,15.30622895,0.1499
信号10,8,2000,40,23.80622895,5,干扰3545,0,400,40.7,14.80622895,0.1293
信号10,8,2000,40,23.80622895,5,干扰3546,0,400,40.7,14.30622895,0.0972
信号10,8,2000,40,23.80622895,5,干扰3547,0,400,40.7,13.80622895,0.0899
信号10,8,2000,40,23.80622895,5,干扰3548,0,400,40.7,13.30622895,0.0714
信号10,8,2000,40,23.80622895,5,干扰3549,0,400,40.7,12.80622895,0.0531
信号10,8,2000,40,23.80622895,5,干扰3550,0,400,40.7,12.30622895,0.0405
信号10,8,2000,40,23.80622895,5,干扰3551,0,400,40.7,11.80622895,0.0336
信号10,8,2000,40,23.80622895,5,干扰3552,0,400,40.7,11.30622895,0.0286
信号10,8,2000,40,23.80622895,5,干扰3553,0,400,40.7,10.80622895,0.0179
信号10,8,2000,40,23.80622895,5,干扰3554,0,400,40.7,10.30622895,0.0155
信号10,8,2000,40,23.80622895,5,干扰3555,0,400,40.7,9.806228949,0.0083
信号10,8,2000,40,23.80622895,5,干扰3556,0,400,40.7,9.306228949,0.0072
信号10,8,2000,40,23.80622895,5,干扰3557,0,400,40.7,8.806228949,0.0056
信号10,8,2000,40,23.80622895,5,干扰3558,0,400,40.7,8.306228949,0.0024
信号10,8,2000,40,23.80622895,5,干扰3559,0,400,40.7,7.806228949,0.0026
信号10,8,2000,40,23.80622895,5,干扰3560,0,400,40.7,7.306228949,0.0022
信号10,8,2000,40,23.80622895,5,干扰3561,0,400,40.7,6.806228949,0.0012
信号10,8,2000,40,23.80622895,5,干扰3562,0,400,40.7,6.306228949,0.0006
信号10,8,2000,40,23.80622895,5,干扰3563,0,400,40.7,5.806228949,0.0006
信号10,8,2000,40,23.80622895,5,干扰3564,0,400,40.7,5.306228949,0.001
信号10,8,2000,40,23.80622895,5,干扰3565,0,400,40.7,4.806228949,0.0003
信号10,8,2000,40,23.80622895,5,干扰3566,0,400,40.7,4.306228949,0.0004
信号10,8,2000,40,23.80622895,5,干扰3567,0,400,40.7,3.806228949,0.0001
信号11,8,2000,40,24.05173372,5,干扰4499,3,40000,39.42,14.05173372,0.2272
信号11,8,2000,40,24.05173372,5,干扰4500,3,40000,39.42,13.55173372,0.2195
信号11,8,2000,40,24.05173372,5,干扰4501,3,40000,39.42,13.05173372,0.2095
信号11,8,2000,40,24.05173372,5,干扰4502,3,40000,39.42,12.55173372,0.2016
信号11,8,2000,40,24.05173372,5,干扰4503,3,40000,39.42,12.05173372,0.1868
信号11,8,2000,40,24.05173372,5,干扰4504,3,40000,39.42,11.55173372,0.1796
信号11,8,2000,40,24.05173372,5,干扰4505,3,40000,39.42,11.05173372,0.1666
信号11,8,2000,40,24.05173372,5,干扰4506,3,40000,39.42,10.55173372,0.1503
信号11,8,2000,40,24.05173372,5,干扰4507,3,40000,39.42,10.05173372,0.1345
信号11,8,2000,40,24.05173372,5,干扰4508,3,40000,39.42,9.551733722,0.1164
信号11,8,2000,40,24.05173372,5,干扰4509,3,40000,39.42,9.051733722,0.0965
信号11,8,2000,40,24.05173372,5,干扰4510,3,40000,39.42,8.551733722,0.0884
信号11,8,2000,40,24.05173372,5,干扰4511,3,40000,39.42,8.051733722,0.0715
信号11,8,2000,40,24.05173372,5,干扰4512,3,40000,39.42,7.551733722,0.0547
信号11,8,2000,40,24.05173372,5,干扰4513,3,40000,39.42,7.051733722,0.0443
信号11,8,2000,40,24.05173372,5,干扰4514,3,40000,39.42,6.551733722,0.0322
信号11,8,2000,40,24.05173372,5,干扰4515,3,40000,39.42,6.051733722,0.0246
信号11,8,2000,40,24.05173372,5,干扰4516,3,40000,39.42,5.551733722,0.0184
信号11,8,2000,40,24.05173372,5,干扰4517,3,40000,39.42,5.051733722,0.0134
信号11,8,2000,40,24.05173372,5,干扰4518,3,40000,39.42,4.551733722,0.0096
信号11,8,2000,40,24.05173372,5,干扰4519,3,40000,39.42,4.051733722,0.0064
信号11,8,2000,40,24.05173372,5,干扰4520,3,40000,39.42,3.551733722,0.0059
信号11,8,2000,40,24.05173372,5,干扰4521,3,40000,39.42,3.051733722,0.003
信号11,8,2000,40,24.05173372,5,干扰4522,3,40000,39.42,2.551733722,0.0025
信号11,8,2000,40,24.05173372,5,干扰4523,3,40000,39.42,2.051733722,0.0019
信号11,8,2000,40,24.05173372,5,干扰4524,3,40000,39.42,1.551733722,0.0018
信号11,8,2000,40,24.05173372,5,干扰4525,3,40000,39.42,1.051733722,0.0008
信号11,8,2000,40,24.05173372,5,干扰4526,3,40000,39.42,0.551733722,0.0003
信号11,8,2000,40,24.05173372,5,干扰4527,3,40000,39.42,0.051733722,0.0002
信号11,8,2000,40,24.05173372,5,干扰4528,3,40000,39.42,-0.448266278,0.0003
信号11,8,2000,40,24.05173372,5,干扰4529,3,40000,39.42,-0.948266278,0.0003
信号11,8,2000,40,24.05173372,5,干扰4530,3,120000,39.46,14.05173372,0.271
信号11,8,2000,40,24.05173372,5,干扰4531,3,120000,39.46,13.55173372,0.2579
信号11,8,2000,40,24.05173372,5,干扰4532,3,120000,39.46,13.05173372,0.2476
信号11,8,2000,40,24.05173372,5,干扰4533,3,120000,39.46,12.55173372,0.2347
信号11,8,2000,40,24.05173372,5,干扰4534,3,120000,39.46,12.05173372,0.2294
信号11,8,2000,40,24.05173372,5,干扰4535,3,120000,39.46,11.55173372,0.2205
信号11,8,2000,40,24.05173372,5,干扰4536,3,120000,39.46,11.05173372,0.2102
信号11,8,2000,40,24.05173372,5,干扰4537,3,120000,39.46,10.55173372,0.1988
信号11,8,2000,40,24.05173372,5,干扰4538,3,120000,39.46,10.05173372,0.1911
信号11,8,2000,40,24.05173372,5,干扰4539,3,120000,39.46,9.551733722,0.1724
信号11,8,2000,40,24.05173372,5,干扰4540,3,120000,39.46,9.051733722,0.1618
信号11,8,2000,40,24.05173372,5,干扰4541,3,120000,39.46,8.551733722,0.1448
信号11,8,2000,40,24.05173372,5,干扰4542,3,120000,39.46,8.051733722,0.1304
信号11,8,2000,40,24.05173372,5,干扰4543,3,120000,39.46,7.551733722,0.1191
信号11,8,2000,40,24.05173372,5,干扰4544,3,120000,39.46,7.051733722,0.0934
信号11,8,2000,40,24.05173372,5,干扰4545,3,120000,39.46,6.551733722,0.0748
信号11,8,2000,40,24.05173372,5,干扰4546,3,120000,39.46,6.051733722,0.059
信号11,8,2000,40,24.05173372,5,干扰4547,3,120000,39.46,5.551733722,0.0476
信号11,8,2000,40,24.05173372,5,干扰4548,3,120000,39.46,5.051733722,0.0368
信号11,8,2000,40,24.05173372,5,干扰4549,3,120000,39.46,4.551733722,0.0262
信号11,8,2000,40,24.05173372,5,干扰4550,3,120000,39.46,4.051733722,0.0211
信号11,8,2000,40,24.05173372,5,干扰4551,3,120000,39.46,3.551733722,0.0167
信号11,8,2000,40,24.05173372,5,干扰4552,3,120000,39.46,3.051733722,0.0102
信号11,8,2000,40,24.05173372,5,干扰4553,3,120000,39.46,2.551733722,0.0077
信号11,8,2000,40,24.05173372,5,干扰4554,3,120000,39.46,2.051733722,0.0059
信号11,8,2000,40,24.05173372,5,干扰4555,3,120000,39.46,1.551733722,0.0033
信号11,8,2000,40,24.05173372,5,干扰4556,3,120000,39.46,1.051733722,0.0029
信号11,8,2000,40,24.05173372,5,干扰4557,3,120000,39.46,0.551733722,0.0024
信号11,8,2000,40,24.05173372,5,干扰4558,3,120000,39.46,0.051733722,0.0013
信号11,8,2000,40,24.05173372,5,干扰4559,3,120000,39.46,-0.448266278,0.0016
信号11,8,2000,40,24.05173372,5,干扰4560,3,120000,39.46,-0.948266278,0.0006
信号11,8,2000,40,24.05173372,5,干扰4561,3,200000,39.5,14.05173372,0.2855
信号11,8,2000,40,24.05173372,5,干扰4562,3,200000,39.5,13.55173372,0.267
信号11,8,2000,40,24.05173372,5,干扰4563,3,200000,39.5,13.05173372,0.2584
信号11,8,2000,40,24.05173372,5,干扰4564,3,200000,39.5,12.55173372,0.2478
信号11,8,2000,40,24.05173372,5,干扰4565,3,200000,39.5,12.05173372,0.2416
信号11,8,2000,40,24.05173372,5,干扰4566,3,200000,39.5,11.55173372,0.232
信号11,8,2000,40,24.05173372,5,干扰4567,3,200000,39.5,11.05173372,0.2283
信号11,8,2000,40,24.05173372,5,干扰4568,3,200000,39.5,10.55173372,0.2255
信号11,8,2000,40,24.05173372,5,干扰4569,3,200000,39.5,10.05173372,0.2216
信号11,8,2000,40,24.05173372,5,干扰4570,3,200000,39.5,9.551733722,0.2075
信号11,8,2000,40,24.05173372,5,干扰4571,3,200000,39.5,9.051733722,0.1998
信号11,8,2000,40,24.05173372,5,干扰4572,3,200000,39.5,8.551733722,0.1925
信号11,8,2000,40,24.05173372,5,干扰4573,3,200000,39.5,8.051733722,0.1835
信号11,8,2000,40,24.05173372,5,干扰4574,3,200000,39.5,7.551733722,0.1735
信号11,8,2000,40,24.05173372,5,干扰4575,3,200000,39.5,7.051733722,0.1528
信号11,8,2000,40,24.05173372,5,干扰4576,3,200000,39.5,6.551733722,0.1401
信号11,8,2000,40,24.05173372,5,干扰4577,3,200000,39.5,6.051733722,0.1196
信号11,8,2000,40,24.05173372,5,干扰4578,3,200000,39.5,5.551733722,0.1076
信号11,8,2000,40,24.05173372,5,干扰4579,3,200000,39.5,5.051733722,0.0838
信号11,8,2000,40,24.05173372,5,干扰4580,3,200000,39.5,4.551733722,0.0706
信号11,8,2000,40,24.05173372,5,干扰4581,3,200000,39.5,4.051733722,0.0581
信号11,8,2000,40,24.05173372,5,干扰4582,3,200000,39.5,3.551733722,0.0432
信号11,8,2000,40,24.05173372,5,干扰4583,3,200000,39.5,3.051733722,0.0345
信号11,8,2000,40,24.05173372,5,干扰4584,3,200000,39.5,2.551733722,0.0231
信号11,8,2000,40,24.05173372,5,干扰4585,3,200000,39.5,2.051733722,0.0165
信号11,8,2000,40,24.05173372,5,干扰4586,3,200000,39.5,1.551733722,0.015
信号11,8,2000,40,24.05173372,5,干扰4587,3,200000,39.5,1.051733722,0.008
信号11,8,2000,40,24.05173372,5,干扰4588,3,200000,39.5,0.551733722,0.0065
信号11,8,2000,40,24.05173372,5,干扰4589,3,200000,39.5,0.051733722,0.0042
信号11,8,2000,40,24.05173372,5,干扰4590,3,200000,39.5,-0.448266278,0.0046
信号11,8,2000,40,24.05173372,5,干扰4591,3,200000,39.5,-0.948266278,0.0025
信号11,8,2000,40,24.05173372,5,干扰4592,3,40000,39.67,14.05173372,0.3687
信号11,8,2000,40,24.05173372,5,干扰4593,3,40000,39.67,13.55173372,0.3484
信号11,8,2000,40,24.05173372,5,干扰4594,3,40000,39.67,13.05173372,0.3307
信号11,8,2000,40,24.05173372,5,干扰4595,3,40000,39.67,12.55173372,0.3106
信号11,8,2000,40,24.05173372,5,干扰4596,3,40000,39.67,12.05173372,0.2973
信号11,8,2000,40,24.05173372,5,干扰4597,3,40000,39.67,11.55173372,0.2872
信号11,8,2000,40,24.05173372,5,干扰4598,3,40000,39.67,11.05173372,0.2774
信号11,8,2000,40,24.05173372,5,干扰4599,3,40000,39.67,10.55173372,0.2672
