信号,调制方式,信号带宽,载波频率,信号功率,信噪比,干扰,干扰方式,干扰带宽,干扰频率,干扰功率,误码率
信号1,6,2000,40,17.44108658,5,干扰931,2,0,39.4,17.44108658,0.7
信号1,6,2000,40,17.44108658,5,干扰932,2,0,39.4,16.94108658,0.6301
信号1,6,2000,40,17.44108658,5,干扰933,2,0,39.4,16.44108658,0.5382
信号1,6,2000,40,17.44108658,5,干扰934,2,0,39.4,15.94108658,0.4405
信号1,6,2000,40,17.44108658,5,干扰935,2,0,39.4,15.44108658,0.317
信号1,6,2000,40,17.44108658,5,干扰936,2,0,39.4,14.94108658,0.2027
信号1,6,2000,40,17.44108658,5,干扰937,2,0,39.4,14.44108658,0.1147
信号1,6,2000,40,17.44108658,5,干扰938,2,0,39.4,13.94108658,0.0615
信号1,6,2000,40,17.44108658,5,干扰939,2,0,39.4,13.44108658,0.0288
信号1,6,2000,40,17.44108658,5,干扰940,2,0,39.4,12.94108658,0.0101
信号1,6,2000,40,17.44108658,5,干扰941,2,0,39.4,12.44108658,0.0042
信号1,6,2000,40,17.44108658,5,干扰942,2,0,39.4,11.94108658,0.0006
信号1,6,2000,40,17.44108658,5,干扰943,2,0,39.4,11.44108658,0.0003
信号1,6,2000,40,17.44108658,5,干扰944,2,0,39.4,10.94108658,0.0003
信号1,6,2000,40,17.44108658,5,干扰945,2,0,39.4,10.44108658,0.0002
信号1,6,2000,40,17.44108658,5,干扰946,2,0,39.4,9.941086577,0
信号1,6,2000,40,17.44108658,5,干扰947,2,0,39.4,9.441086577,0
信号1,6,2000,40,17.44108658,5,干扰948,2,0,39.4,8.941086577,0
信号1,6,2000,40,17.44108658,5,干扰949,2,0,39.4,8.441086577,0
信号1,6,2000,40,17.44108658,5,干扰950,2,0,39.4,7.941086577,0
信号1,6,2000,40,17.44108658,5,干扰951,2,0,39.4,7.441086577,0
信号1,6,2000,40,17.44108658,5,干扰952,2,0,39.4,6.941086577,0
信号1,6,2000,40,17.44108658,5,干扰953,2,0,39.4,6.441086577,0
信号1,6,2000,40,17.44108658,5,干扰954,2,0,39.4,5.941086577,0
信号1,6,2000,40,17.44108658,5,干扰955,2,0,39.4,5.441086577,0
信号1,6,2000,40,17.44108658,5,干扰956,2,0,39.4,4.941086577,0
信号1,6,2000,40,17.44108658,5,干扰957,2,0,39.4,4.441086577,0
信号1,6,2000,40,17.44108658,5,干扰958,2,0,39.4,3.941086577,0
信号1,6,2000,40,17.44108658,5,干扰959,2,0,39.4,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰960,2,0,39.4,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰961,2,0,39.4,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰962,2,0,39.48,17.44108658,0.818
信号1,6,2000,40,17.44108658,5,干扰963,2,0,39.48,16.94108658,0.8043
信号1,6,2000,40,17.44108658,5,干扰964,2,0,39.48,16.44108658,0.803
信号1,6,2000,40,17.44108658,5,干扰965,2,0,39.48,15.94108658,0.7933
信号1,6,2000,40,17.44108658,5,干扰966,2,0,39.48,15.44108658,0.781
信号1,6,2000,40,17.44108658,5,干扰967,2,0,39.48,14.94108658,0.7613
信号1,6,2000,40,17.44108658,5,干扰968,2,0,39.48,14.44108658,0.7342
信号1,6,2000,40,17.44108658,5,干扰969,2,0,39.48,13.94108658,0.7067
信号1,6,2000,40,17.44108658,5,干扰970,2,0,39.48,13.44108658,0.6424
信号1,6,2000,40,17.44108658,5,干扰971,2,0,39.48,12.94108658,0.5695
信号1,6,2000,40,17.44108658,5,干扰972,2,0,39.48,12.44108658,0.4778
信号1,6,2000,40,17.44108658,5,干扰973,2,0,39.48,11.94108658,0.3443
信号1,6,2000,40,17.44108658,5,干扰974,2,0,39.48,11.44108658,0.2383
信号1,6,2000,40,17.44108658,5,干扰975,2,0,39.48,10.94108658,0.1519
信号1,6,2000,40,17.44108658,5,干扰976,2,0,39.48,10.44108658,0.0727
信号1,6,2000,40,17.44108658,5,干扰977,2,0,39.48,9.941086577,0.0298
信号1,6,2000,40,17.44108658,5,干扰978,2,0,39.48,9.441086577,0.0137
信号1,6,2000,40,17.44108658,5,干扰979,2,0,39.48,8.941086577,0.0051
信号1,6,2000,40,17.44108658,5,干扰980,2,0,39.48,8.441086577,0.0015
信号1,6,2000,40,17.44108658,5,干扰981,2,0,39.48,7.941086577,0.0002
信号1,6,2000,40,17.44108658,5,干扰982,2,0,39.48,7.441086577,0.0003
信号1,6,2000,40,17.44108658,5,干扰983,2,0,39.48,6.941086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰984,2,0,39.48,6.441086577,0
信号1,6,2000,40,17.44108658,5,干扰985,2,0,39.48,5.941086577,0
信号1,6,2000,40,17.44108658,5,干扰986,2,0,39.48,5.441086577,0
信号1,6,2000,40,17.44108658,5,干扰987,2,0,39.48,4.941086577,0
信号1,6,2000,40,17.44108658,5,干扰988,2,0,39.48,4.441086577,0
信号1,6,2000,40,17.44108658,5,干扰989,2,0,39.48,3.941086577,0
信号1,6,2000,40,17.44108658,5,干扰990,2,0,39.48,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰991,2,0,39.48,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰992,2,0,39.48,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰993,2,0,39.56,17.44108658,0.8405
信号1,6,2000,40,17.44108658,5,干扰994,2,0,39.56,16.94108658,0.8332
信号1,6,2000,40,17.44108658,5,干扰995,2,0,39.56,16.44108658,0.8324
信号1,6,2000,40,17.44108658,5,干扰996,2,0,39.56,15.94108658,0.8238
信号1,6,2000,40,17.44108658,5,干扰997,2,0,39.56,15.44108658,0.8121
信号1,6,2000,40,17.44108658,5,干扰998,2,0,39.56,14.94108658,0.8031
信号1,6,2000,40,17.44108658,5,干扰999,2,0,39.56,14.44108658,0.8014
信号1,6,2000,40,17.44108658,5,干扰1000,2,0,39.56,13.94108658,0.7927
信号1,6,2000,40,17.44108658,5,干扰1001,2,0,39.56,13.44108658,0.7739
信号1,6,2000,40,17.44108658,5,干扰1002,2,0,39.56,12.94108658,0.7638
信号1,6,2000,40,17.44108658,5,干扰1003,2,0,39.56,12.44108658,0.7427
信号1,6,2000,40,17.44108658,5,干扰1004,2,0,39.56,11.94108658,0.6888
信号1,6,2000,40,17.44108658,5,干扰1005,2,0,39.56,11.44108658,0.6268
信号1,6,2000,40,17.44108658,5,干扰1006,2,0,39.56,10.94108658,0.5503
信号1,6,2000,40,17.44108658,5,干扰1007,2,0,39.56,10.44108658,0.4459
信号1,6,2000,40,17.44108658,5,干扰1008,2,0,39.56,9.941086577,0.3231
信号1,6,2000,40,17.44108658,5,干扰1009,2,0,39.56,9.441086577,0.223
信号1,6,2000,40,17.44108658,5,干扰1010,2,0,39.56,8.941086577,0.1275
信号1,6,2000,40,17.44108658,5,干扰1011,2,0,39.56,8.441086577,0.0669
信号1,6,2000,40,17.44108658,5,干扰1012,2,0,39.56,7.941086577,0.0253
信号1,6,2000,40,17.44108658,5,干扰1013,2,0,39.56,7.441086577,0.0116
信号1,6,2000,40,17.44108658,5,干扰1014,2,0,39.56,6.941086577,0.0052
信号1,6,2000,40,17.44108658,5,干扰1015,2,0,39.56,6.441086577,0.0009
信号1,6,2000,40,17.44108658,5,干扰1016,2,0,39.56,5.941086577,0.0007
信号1,6,2000,40,17.44108658,5,干扰1017,2,0,39.56,5.441086577,0.0005
信号1,6,2000,40,17.44108658,5,干扰1018,2,0,39.56,4.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1019,2,0,39.56,4.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1020,2,0,39.56,3.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1021,2,0,39.56,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1022,2,0,39.56,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1023,2,0,39.56,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1024,2,0,39.64,17.44108658,0.8544
信号1,6,2000,40,17.44108658,5,干扰1025,2,0,39.64,16.94108658,0.848
信号1,6,2000,40,17.44108658,5,干扰1026,2,0,39.64,16.44108658,0.8353
信号1,6,2000,40,17.44108658,5,干扰1027,2,0,39.64,15.94108658,0.8367
信号1,6,2000,40,17.44108658,5,干扰1028,2,0,39.64,15.44108658,0.8214
信号1,6,2000,40,17.44108658,5,干扰1029,2,0,39.64,14.94108658,0.829
信号1,6,2000,40,17.44108658,5,干扰1030,2,0,39.64,14.44108658,0.8176
信号1,6,2000,40,17.44108658,5,干扰1031,2,0,39.64,13.94108658,0.8093
信号1,6,2000,40,17.44108658,5,干扰1032,2,0,39.64,13.44108658,0.8001
信号1,6,2000,40,17.44108658,5,干扰1033,2,0,39.64,12.94108658,0.782
信号1,6,2000,40,17.44108658,5,干扰1034,2,0,39.64,12.44108658,0.7807
信号1,6,2000,40,17.44108658,5,干扰1035,2,0,39.64,11.94108658,0.7627
信号1,6,2000,40,17.44108658,5,干扰1036,2,0,39.64,11.44108658,0.7307
信号1,6,2000,40,17.44108658,5,干扰1037,2,0,39.64,10.94108658,0.6838
信号1,6,2000,40,17.44108658,5,干扰1038,2,0,39.64,10.44108658,0.6239
信号1,6,2000,40,17.44108658,5,干扰1039,2,0,39.64,9.941086577,0.5348
信号1,6,2000,40,17.44108658,5,干扰1040,2,0,39.64,9.441086577,0.4325
信号1,6,2000,40,17.44108658,5,干扰1041,2,0,39.64,8.941086577,0.3191
信号1,6,2000,40,17.44108658,5,干扰1042,2,0,39.64,8.441086577,0.2118
信号1,6,2000,40,17.44108658,5,干扰1043,2,0,39.64,7.941086577,0.1135
信号1,6,2000,40,17.44108658,5,干扰1044,2,0,39.64,7.441086577,0.0654
信号1,6,2000,40,17.44108658,5,干扰1045,2,0,39.64,6.941086577,0.029
信号1,6,2000,40,17.44108658,5,干扰1046,2,0,39.64,6.441086577,0.0099
信号1,6,2000,40,17.44108658,5,干扰1047,2,0,39.64,5.941086577,0.0033
信号1,6,2000,40,17.44108658,5,干扰1048,2,0,39.64,5.441086577,0.0018
信号1,6,2000,40,17.44108658,5,干扰1049,2,0,39.64,4.941086577,0.0008
信号1,6,2000,40,17.44108658,5,干扰1050,2,0,39.64,4.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1051,2,0,39.64,3.941086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1052,2,0,39.64,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1053,2,0,39.64,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1054,2,0,39.64,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1055,2,0,39.72,17.44108658,0.8558
信号1,6,2000,40,17.44108658,5,干扰1056,2,0,39.72,16.94108658,0.8527
信号1,6,2000,40,17.44108658,5,干扰1057,2,0,39.72,16.44108658,0.8456
信号1,6,2000,40,17.44108658,5,干扰1058,2,0,39.72,15.94108658,0.8389
信号1,6,2000,40,17.44108658,5,干扰1059,2,0,39.72,15.44108658,0.8294
信号1,6,2000,40,17.44108658,5,干扰1060,2,0,39.72,14.94108658,0.8241
信号1,6,2000,40,17.44108658,5,干扰1061,2,0,39.72,14.44108658,0.8294
信号1,6,2000,40,17.44108658,5,干扰1062,2,0,39.72,13.94108658,0.8088
信号1,6,2000,40,17.44108658,5,干扰1063,2,0,39.72,13.44108658,0.8101
信号1,6,2000,40,17.44108658,5,干扰1064,2,0,39.72,12.94108658,0.7995
信号1,6,2000,40,17.44108658,5,干扰1065,2,0,39.72,12.44108658,0.7837
信号1,6,2000,40,17.44108658,5,干扰1066,2,0,39.72,11.94108658,0.773
信号1,6,2000,40,17.44108658,5,干扰1067,2,0,39.72,11.44108658,0.7587
信号1,6,2000,40,17.44108658,5,干扰1068,2,0,39.72,10.94108658,0.7305
信号1,6,2000,40,17.44108658,5,干扰1069,2,0,39.72,10.44108658,0.6849
信号1,6,2000,40,17.44108658,5,干扰1070,2,0,39.72,9.941086577,0.6164
信号1,6,2000,40,17.44108658,5,干扰1071,2,0,39.72,9.441086577,0.5427
信号1,6,2000,40,17.44108658,5,干扰1072,2,0,39.72,8.941086577,0.4223
信号1,6,2000,40,17.44108658,5,干扰1073,2,0,39.72,8.441086577,0.3162
信号1,6,2000,40,17.44108658,5,干扰1074,2,0,39.72,7.941086577,0.2093
信号1,6,2000,40,17.44108658,5,干扰1075,2,0,39.72,7.441086577,0.1269
信号1,6,2000,40,17.44108658,5,干扰1076,2,0,39.72,6.941086577,0.0595
信号1,6,2000,40,17.44108658,5,干扰1077,2,0,39.72,6.441086577,0.0231
信号1,6,2000,40,17.44108658,5,干扰1078,2,0,39.72,5.941086577,0.0088
信号1,6,2000,40,17.44108658,5,干扰1079,2,0,39.72,5.441086577,0.0034
信号1,6,2000,40,17.44108658,5,干扰1080,2,0,39.72,4.941086577,0.0009
信号1,6,2000,40,17.44108658,5,干扰1081,2,0,39.72,4.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1082,2,0,39.72,3.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1083,2,0,39.72,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1084,2,0,39.72,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1085,2,0,39.72,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1086,2,0,39.8,17.44108658,0.8502
信号1,6,2000,40,17.44108658,5,干扰1087,2,0,39.8,16.94108658,0.8353
信号1,6,2000,40,17.44108658,5,干扰1088,2,0,39.8,16.44108658,0.8337
信号1,6,2000,40,17.44108658,5,干扰1089,2,0,39.8,15.94108658,0.8275
信号1,6,2000,40,17.44108658,5,干扰1090,2,0,39.8,15.44108658,0.8219
信号1,6,2000,40,17.44108658,5,干扰1091,2,0,39.8,14.94108658,0.8245
信号1,6,2000,40,17.44108658,5,干扰1092,2,0,39.8,14.44108658,0.8188
信号1,6,2000,40,17.44108658,5,干扰1093,2,0,39.8,13.94108658,0.8194
信号1,6,2000,40,17.44108658,5,干扰1094,2,0,39.8,13.44108658,0.8163
信号1,6,2000,40,17.44108658,5,干扰1095,2,0,39.8,12.94108658,0.8101
信号1,6,2000,40,17.44108658,5,干扰1096,2,0,39.8,12.44108658,0.7973
信号1,6,2000,40,17.44108658,5,干扰1097,2,0,39.8,11.94108658,0.7797
信号1,6,2000,40,17.44108658,5,干扰1098,2,0,39.8,11.44108658,0.7637
信号1,6,2000,40,17.44108658,5,干扰1099,2,0,39.8,10.94108658,0.7326
信号1,6,2000,40,17.44108658,5,干扰1100,2,0,39.8,10.44108658,0.7129
信号1,6,2000,40,17.44108658,5,干扰1101,2,0,39.8,9.941086577,0.6567
信号1,6,2000,40,17.44108658,5,干扰1102,2,0,39.8,9.441086577,0.58
信号1,6,2000,40,17.44108658,5,干扰1103,2,0,39.8,8.941086577,0.4713
信号1,6,2000,40,17.44108658,5,干扰1104,2,0,39.8,8.441086577,0.3648
信号1,6,2000,40,17.44108658,5,干扰1105,2,0,39.8,7.941086577,0.2446
信号1,6,2000,40,17.44108658,5,干扰1106,2,0,39.8,7.441086577,0.1557
信号1,6,2000,40,17.44108658,5,干扰1107,2,0,39.8,6.941086577,0.0815
信号1,6,2000,40,17.44108658,5,干扰1108,2,0,39.8,6.441086577,0.0311
信号1,6,2000,40,17.44108658,5,干扰1109,2,0,39.8,5.941086577,0.0142
信号1,6,2000,40,17.44108658,5,干扰1110,2,0,39.8,5.441086577,0.0057
信号1,6,2000,40,17.44108658,5,干扰1111,2,0,39.8,4.941086577,0.0014
信号1,6,2000,40,17.44108658,5,干扰1112,2,0,39.8,4.441086577,0.0003
信号1,6,2000,40,17.44108658,5,干扰1113,2,0,39.8,3.941086577,0.0002
信号1,6,2000,40,17.44108658,5,干扰1114,2,0,39.8,3.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1115,2,0,39.8,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1116,2,0,39.8,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1117,2,0,39.88,17.44108658,0.8612
信号1,6,2000,40,17.44108658,5,干扰1118,2,0,39.88,16.94108658,0.8546
信号1,6,2000,40,17.44108658,5,干扰1119,2,0,39.88,16.44108658,0.8511
信号1,6,2000,40,17.44108658,5,干扰1120,2,0,39.88,15.94108658,0.8425
信号1,6,2000,40,17.44108658,5,干扰1121,2,0,39.88,15.44108658,0.8378
信号1,6,2000,40,17.44108658,5,干扰1122,2,0,39.88,14.94108658,0.8347
信号1,6,2000,40,17.44108658,5,干扰1123,2,0,39.88,14.44108658,0.821
信号1,6,2000,40,17.44108658,5,干扰1124,2,0,39.88,13.94108658,0.8081
信号1,6,2000,40,17.44108658,5,干扰1125,2,0,39.88,13.44108658,0.8012
信号1,6,2000,40,17.44108658,5,干扰1126,2,0,39.88,12.94108658,0.8045
信号1,6,2000,40,17.44108658,5,干扰1127,2,0,39.88,12.44108658,0.792
信号1,6,2000,40,17.44108658,5,干扰1128,2,0,39.88,11.94108658,0.7773
信号1,6,2000,40,17.44108658,5,干扰1129,2,0,39.88,11.44108658,0.764
信号1,6,2000,40,17.44108658,5,干扰1130,2,0,39.88,10.94108658,0.743
信号1,6,2000,40,17.44108658,5,干扰1131,2,0,39.88,10.44108658,0.7048
信号1,6,2000,40,17.44108658,5,干扰1132,2,0,39.88,9.941086577,0.6393
信号1,6,2000,40,17.44108658,5,干扰1133,2,0,39.88,9.441086577,0.5659
信号1,6,2000,40,17.44108658,5,干扰1134,2,0,39.88,8.941086577,0.4714
信号1,6,2000,40,17.44108658,5,干扰1135,2,0,39.88,8.441086577,0.3573
信号1,6,2000,40,17.44108658,5,干扰1136,2,0,39.88,7.941086577,0.2317
信号1,6,2000,40,17.44108658,5,干扰1137,2,0,39.88,7.441086577,0.1473
信号1,6,2000,40,17.44108658,5,干扰1138,2,0,39.88,6.941086577,0.0798
信号1,6,2000,40,17.44108658,5,干扰1139,2,0,39.88,6.441086577,0.0323
信号1,6,2000,40,17.44108658,5,干扰1140,2,0,39.88,5.941086577,0.0134
信号1,6,2000,40,17.44108658,5,干扰1141,2,0,39.88,5.441086577,0.005
信号1,6,2000,40,17.44108658,5,干扰1142,2,0,39.88,4.941086577,0.0023
信号1,6,2000,40,17.44108658,5,干扰1143,2,0,39.88,4.441086577,0.0002
信号1,6,2000,40,17.44108658,5,干扰1144,2,0,39.88,3.941086577,0.0002
信号1,6,2000,40,17.44108658,5,干扰1145,2,0,39.88,3.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1146,2,0,39.88,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1147,2,0,39.88,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1148,2,0,39.96,17.44108658,0.8574
信号1,6,2000,40,17.44108658,5,干扰1149,2,0,39.96,16.94108658,0.8529
信号1,6,2000,40,17.44108658,5,干扰1150,2,0,39.96,16.44108658,0.8462
信号1,6,2000,40,17.44108658,5,干扰1151,2,0,39.96,15.94108658,0.839
信号1,6,2000,40,17.44108658,5,干扰1152,2,0,39.96,15.44108658,0.8341
信号1,6,2000,40,17.44108658,5,干扰1153,2,0,39.96,14.94108658,0.8263
信号1,6,2000,40,17.44108658,5,干扰1154,2,0,39.96,14.44108658,0.8238
信号1,6,2000,40,17.44108658,5,干扰1155,2,0,39.96,13.94108658,0.8081
信号1,6,2000,40,17.44108658,5,干扰1156,2,0,39.96,13.44108658,0.8106
信号1,6,2000,40,17.44108658,5,干扰1157,2,0,39.96,12.94108658,0.7999
信号1,6,2000,40,17.44108658,5,干扰1158,2,0,39.96,12.44108658,0.7916
信号1,6,2000,40,17.44108658,5,干扰1159,2,0,39.96,11.94108658,0.7737
信号1,6,2000,40,17.44108658,5,干扰1160,2,0,39.96,11.44108658,0.7645
信号1,6,2000,40,17.44108658,5,干扰1161,2,0,39.96,10.94108658,0.7334
信号1,6,2000,40,17.44108658,5,干扰1162,2,0,39.96,10.44108658,0.6902
信号1,6,2000,40,17.44108658,5,干扰1163,2,0,39.96,9.941086577,0.6284
信号1,6,2000,40,17.44108658,5,干扰1164,2,0,39.96,9.441086577,0.5519
信号1,6,2000,40,17.44108658,5,干扰1165,2,0,39.96,8.941086577,0.4459
信号1,6,2000,40,17.44108658,5,干扰1166,2,0,39.96,8.441086577,0.3395
信号1,6,2000,40,17.44108658,5,干扰1167,2,0,39.96,7.941086577,0.2142
信号1,6,2000,40,17.44108658,5,干扰1168,2,0,39.96,7.441086577,0.1292
信号1,6,2000,40,17.44108658,5,干扰1169,2,0,39.96,6.941086577,0.0653
信号1,6,2000,40,17.44108658,5,干扰1170,2,0,39.96,6.441086577,0.0256
信号1,6,2000,40,17.44108658,5,干扰1171,2,0,39.96,5.941086577,0.0096
信号1,6,2000,40,17.44108658,5,干扰1172,2,0,39.96,5.441086577,0.0039
信号1,6,2000,40,17.44108658,5,干扰1173,2,0,39.96,4.941086577,0.0016
信号1,6,2000,40,17.44108658,5,干扰1174,2,0,39.96,4.441086577,0.0005
信号1,6,2000,40,17.44108658,5,干扰1175,2,0,39.96,3.941086577,0.0003
信号1,6,2000,40,17.44108658,5,干扰1176,2,0,39.96,3.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1177,2,0,39.96,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1178,2,0,39.96,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1179,2,0,40.04,17.44108658,0.8562
信号1,6,2000,40,17.44108658,5,干扰1180,2,0,40.04,16.94108658,0.8532
信号1,6,2000,40,17.44108658,5,干扰1181,2,0,40.04,16.44108658,0.8438
信号1,6,2000,40,17.44108658,5,干扰1182,2,0,40.04,15.94108658,0.8406
信号1,6,2000,40,17.44108658,5,干扰1183,2,0,40.04,15.44108658,0.8326
信号1,6,2000,40,17.44108658,5,干扰1184,2,0,40.04,14.94108658,0.8308
信号1,6,2000,40,17.44108658,5,干扰1185,2,0,40.04,14.44108658,0.8235
信号1,6,2000,40,17.44108658,5,干扰1186,2,0,40.04,13.94108658,0.8161
信号1,6,2000,40,17.44108658,5,干扰1187,2,0,40.04,13.44108658,0.8053
信号1,6,2000,40,17.44108658,5,干扰1188,2,0,40.04,12.94108658,0.7948
信号1,6,2000,40,17.44108658,5,干扰1189,2,0,40.04,12.44108658,0.7874
信号1,6,2000,40,17.44108658,5,干扰1190,2,0,40.04,11.94108658,0.7846
信号1,6,2000,40,17.44108658,5,干扰1191,2,0,40.04,11.44108658,0.7658
信号1,6,2000,40,17.44108658,5,干扰1192,2,0,40.04,10.94108658,0.7219
信号1,6,2000,40,17.44108658,5,干扰1193,2,0,40.04,10.44108658,0.6925
信号1,6,2000,40,17.44108658,5,干扰1194,2,0,40.04,9.941086577,0.6316
信号1,6,2000,40,17.44108658,5,干扰1195,2,0,40.04,9.441086577,0.5496
信号1,6,2000,40,17.44108658,5,干扰1196,2,0,40.04,8.941086577,0.4475
信号1,6,2000,40,17.44108658,5,干扰1197,2,0,40.04,8.441086577,0.3307
信号1,6,2000,40,17.44108658,5,干扰1198,2,0,40.04,7.941086577,0.2139
信号1,6,2000,40,17.44108658,5,干扰1199,2,0,40.04,7.441086577,0.1287
信号1,6,2000,40,17.44108658,5,干扰1200,2,0,40.04,6.941086577,0.0672
信号1,6,2000,40,17.44108658,5,干扰1201,2,0,40.04,6.441086577,0.0258
信号1,6,2000,40,17.44108658,5,干扰1202,2,0,40.04,5.941086577,0.0106
信号1,6,2000,40,17.44108658,5,干扰1203,2,0,40.04,5.441086577,0.0043
信号1,6,2000,40,17.44108658,5,干扰1204,2,0,40.04,4.941086577,0.0021
信号1,6,2000,40,17.44108658,5,干扰1205,2,0,40.04,4.441086577,0.0007
信号1,6,2000,40,17.44108658,5,干扰1206,2,0,40.04,3.941086577,0.0003
信号1,6,2000,40,17.44108658,5,干扰1207,2,0,40.04,3.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1208,2,0,40.04,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1209,2,0,40.04,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1210,2,0,40.12,17.44108658,0.8602
信号1,6,2000,40,17.44108658,5,干扰1211,2,0,40.12,16.94108658,0.8567
信号1,6,2000,40,17.44108658,5,干扰1212,2,0,40.12,16.44108658,0.8469
信号1,6,2000,40,17.44108658,5,干扰1213,2,0,40.12,15.94108658,0.8435
信号1,6,2000,40,17.44108658,5,干扰1214,2,0,40.12,15.44108658,0.834
信号1,6,2000,40,17.44108658,5,干扰1215,2,0,40.12,14.94108658,0.8289
信号1,6,2000,40,17.44108658,5,干扰1216,2,0,40.12,14.44108658,0.8241
信号1,6,2000,40,17.44108658,5,干扰1217,2,0,40.12,13.94108658,0.8149
信号1,6,2000,40,17.44108658,5,干扰1218,2,0,40.12,13.44108658,0.8147
信号1,6,2000,40,17.44108658,5,干扰1219,2,0,40.12,12.94108658,0.8064
信号1,6,2000,40,17.44108658,5,干扰1220,2,0,40.12,12.44108658,0.789
信号1,6,2000,40,17.44108658,5,干扰1221,2,0,40.12,11.94108658,0.7742
信号1,6,2000,40,17.44108658,5,干扰1222,2,0,40.12,11.44108658,0.7653
信号1,6,2000,40,17.44108658,5,干扰1223,2,0,40.12,10.94108658,0.748
信号1,6,2000,40,17.44108658,5,干扰1224,2,0,40.12,10.44108658,0.701
信号1,6,2000,40,17.44108658,5,干扰1225,2,0,40.12,9.941086577,0.6382
信号1,6,2000,40,17.44108658,5,干扰1226,2,0,40.12,9.441086577,0.5713
信号1,6,2000,40,17.44108658,5,干扰1227,2,0,40.12,8.941086577,0.4669
信号1,6,2000,40,17.44108658,5,干扰1228,2,0,40.12,8.441086577,0.3656
信号1,6,2000,40,17.44108658,5,干扰1229,2,0,40.12,7.941086577,0.2398
信号1,6,2000,40,17.44108658,5,干扰1230,2,0,40.12,7.441086577,0.1512
信号1,6,2000,40,17.44108658,5,干扰1231,2,0,40.12,6.941086577,0.0799
信号1,6,2000,40,17.44108658,5,干扰1232,2,0,40.12,6.441086577,0.0323
信号1,6,2000,40,17.44108658,5,干扰1233,2,0,40.12,5.941086577,0.0121
信号1,6,2000,40,17.44108658,5,干扰1234,2,0,40.12,5.441086577,0.0053
信号1,6,2000,40,17.44108658,5,干扰1235,2,0,40.12,4.941086577,0.0023
信号1,6,2000,40,17.44108658,5,干扰1236,2,0,40.12,4.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1237,2,0,40.12,3.941086577,0.0002
信号1,6,2000,40,17.44108658,5,干扰1238,2,0,40.12,3.441086577,0.0001
信号1,6,2000,40,17.44108658,5,干扰1239,2,0,40.12,2.941086577,0
信号1,6,2000,40,17.44108658,5,干扰1240,2,0,40.12,2.441086577,0
信号1,6,2000,40,17.44108658,5,干扰1241,2,0,40.2,17.44108658,0.852
信号1,6,2000,40,17.44108658,5,干扰1242,2,0,40.2,16.94108658,0.8332
信号1,6,2000,40,17.44108658,5,干扰1243,2,0,40.2,16.44108658,0.832
信号1,6,2000,40,17.44108658,5,干扰1244,2,0,40.2,15.94108658,0.8257
信号1,6,2000,40,17.44108658,5,干扰1245,2,0,40.2,15.44108658,0.8278
信号1,6,2000,40,17.44108658,5,干扰1246,2,0,40.2,14.94108658,0.8251
信号1,6,2000,40,17.44108658,5,干扰1247,2,0,40.2,14.44108658,0.822
信号1,6,2000,40,17.44108658,5,干扰1248,2,0,40.2,13.94108658,0.8234
信号1,6,2000,40,17.44108658,5,干扰1249,2,0,40.2,13.44108658,0.821
信号1,6,2000,40,17.44108658,5,干扰1250,2,0,40.2,12.94108658,0.8109
信号1,6,2000,40,17.44108658,5,干扰1251,2,0,40.2,12.44108658,0.7962
信号1,6,2000,40,17.44108658,5,干扰1252,2,0,40.2,11.94108658,0.7779
